date,precipitation,Air_temp_mean,air_temp_max,Air_Temp_Min,Air_Pressure,RH,AH ,Wind_Speed_Mean ,Wind_Direction_Mean ,Solar_Radiation,PAR,soil_temp_5_cm_bare_avg,soil_temp_5_cm_sod_avg,Year,,,,
26.02.17,0,-0.6,6.6,-7.7,982,65.02,0.36,4.65,213.3,133.83,170.26,1.8,1.1,2017,,,,
25.02.17,2,-2.4,3.4,-6.4,973,86.58,0.45,4.78,266.2,54.11,73.45,1.6,2.8,2017,,,,
24.02.17,8,7.3,14.8,3.4,968,95.37,0.98,4.34,88.3,20.21,31.2,7.5,4.9,2017,,,,
23.02.17,1,10.5,14.3,5.3,974,82.46,1.05,3.54,290.9,100.77,135.06,10,5.7,2017,,,,
22.02.17,0,11.3,16.9,4.3,975,91.27,1.21,3.25,186.1,74.54,97.83,9.5,4.2,2017,,,,
21.02.17,3,10.8,16.2,6.6,980,81.14,1.05,3.09,208.4,67.44,93.86,8.9,3.5,2017,,,,
20.02.17,0,8,17.1,0.1,987,60.3,0.62,3.13,106.2,123.74,161.79,6.1,1.9,2017,,,,
19.02.17,0,7.7,18,-0.2,982,63.88,0.59,1.53,271.9,154.94,204.99,6,1.4,2017,,,,
18.02.17,0,11.1,19.1,2.3,972,56.86,0.72,3.45,237.7,154.08,203.35,6.8,1.1,2017,,,,
17.02.17,0,4.6,13.9,-2.1,973,63.96,0.54,2.88,149.7,133.07,174.87,2.1,-1,2017,,,,
16.02.17,0,-3,1.4,-8.5,979,62.85,0.3,1.98,306.8,116.17,148.47,-0.8,-1.2,2017,,,,
15.02.17,0,-2.2,0.1,-4.4,975,72.62,0.37,5.08,313.5,38.96,52.23,-0.7,-1.1,2017,,,,
14.02.17,1,3.2,7.8,-0.4,974,67.24,0.5,4.46,248.4,140.25,177.44,1.8,-1.1,2017,,,,
13.02.17,0,1.6,6.9,-2,988,55.61,0.36,3.61,262.6,149.9,186.88,0.9,-1.3,2017,,,,
12.02.17,1,2.3,5.9,0.2,981,81.05,0.57,4.77,308.7,56.48,73.35,1,-1.3,2017,,,,
11.02.17,0,4,7.6,0.6,978,82.19,0.66,1.67,254,45.18,62.33,0.4,-1.3,2017,,,,
10.02.17,0,-1,2.2,-273.2,977,62.82,0.37,5.7,193.9,155.89,208.03,-0.1,-1.4,2017,,,,
09.02.17,1,-8.6,,,987,74.47,0.23,4.65,289.8,70.21,92.91,-1.3,-1.2,2017,,,,
08.02.17,0,-1.9,1.4,-6.4,977,76.38,0.4,4.2,325.3,44.41,63.15,-0.1,-0.7,2017,,,,
07.02.17,16,4.8,11.1,1.4,965,98.64,0.85,3.37,136.5,14.47,24.16,0.1,-0.6,2017,,,,
06.02.17,0,-0.6,7.3,-8.6,980,81.78,0.47,1.51,183.9,113.48,152.84,-0.2,-1,2017,,,,
05.02.17,0,-0.9,1.8,-6.9,980,66.31,0.37,3.85,258.2,53.42,77.97,-0.2,-1,2017,,,,
04.02.17,0,-6.2,-1.6,-12.1,990,61.62,0.23,3.65,207.2,89.32,120.87,-0.2,-1,2017,,,,
03.02.17,0,-7.7,-5.6,-10.3,993,65.96,0.22,4.64,278.7,132.87,166.35,-0.3,-0.9,2017,,,,
02.02.17,0,-7.6,-4.4,-11,990,69.83,0.24,4.53,275.3,71.11,98.83,-0.2,-1,2017,,,,
01.02.17,1,-0.2,2.9,-4.5,981,80.36,0.47,3.25,270.5,79.88,108.26,0,-1,2017,,,,
31.01.17,6,-1.6,0.9,-4.4,970,91.25,0.48,3.55,225.2,19.96,35.56,0,-1,2017,,,,
30.01.17,2,-6.3,-3,-9.4,978,86,0.32,2.39,252.2,60.25,85.69,-0.2,-1,2017,,,,
29.01.17,2,-3.7,-1.8,-8.4,974,86.3,0.39,2.66,282.6,37.75,53.81,-0.2,-0.9,2017,,,,
28.01.17,0,-2.6,-2,-3.4,972,86.97,0.43,4.28,254.1,8.87,12.86,-0.2,-0.7,2017,,,,
27.01.17,0,-1.9,-0.1,-3.8,976,80.65,0.42,4.53,260.2,16.89,23.65,0,0,2017,,,,
26.01.17,4,0.8,2.3,-0.2,971,94.03,0.59,4.41,273,22.22,31.62,1.4,1,2017,,,,
25.01.17,1,3,5.4,0.5,969,93.53,0.69,3.36,180.1,14.71,22.01,3,1.5,2017,,,,
24.01.17,0,3.3,4.1,2.2,976,94.02,0.71,2.99,297.6,21.27,30.92,3.9,1.7,2017,,,,
23.01.17,4,4.5,4.9,4,972,99.41,0.82,2.46,357.4,13.43,21.91,4.8,1.7,2017,,,,
22.01.17,0,4.2,8.2,0.9,970,99.61,0.81,1.47,71,28,41.26,4.5,1,2017,,,,
21.01.17,0,9.8,16,5.1,970,92.07,1.09,2.98,150.8,91.31,117.29,6.4,0.5,2017,,,,
20.01.17,9,2.5,5.3,1.5,972,98.03,0.7,2.44,101.7,20.13,29.33,1.8,-1.2,2017,,,,
19.01.17,0,2,6.1,0.3,982,90.85,0.63,2.74,181.4,50.23,67.54,1.3,-1.3,2017,,,,
18.01.17,0,1.7,3.1,0.2,984,98.22,0.66,3.57,244.5,23.32,33.16,0.9,-1.2,2017,,,,
17.01.17,13,3.2,6.2,1.3,978,99.28,0.75,3.68,199.1,12.74,19.84,0.6,-1.3,2017,,,,
16.01.17,14,-2,1.4,-19.5,990,94.5,0.5,1.76,155.1,17.87,27.79,-1.5,-1.4,2017,,,,
15.01.17,0,-4.5,2.9,-24.1,995,84.26,0.36,0.91,265.8,74.06,94.5,-2.4,-1.4,2017,,,,
14.01.17,0,-4.5,-0.8,-7.8,998,82.63,0.35,1.43,357.8,45.69,60.09,-2.1,-1.3,2017,,,,
13.01.17,0,-6.2,-4.2,-8.7,1004,74.57,0.28,2.09,23.9,56.89,71.53,-1.9,-1.2,2017,,,,
12.01.17,5,-0.6,3.3,-4.3,982,93.7,0.55,2.64,18.1,18.13,25.01,-0.1,-1.3,2017,,,,
11.01.17,16,2.1,8.9,-2.8,977,86.47,0.64,4.91,196.3,24.42,32.1,-0.2,-1.2,2017,,,,
10.01.17,13,1.9,9.2,-3.2,972,93.07,0.66,7.84,186,7.25,14.05,-0.1,-1.2,2017,,,,
09.01.17,1,-6.3,-3,-10.7,992,71.54,0.27,4.65,242.6,46.1,63.22,-0.4,-1.3,2017,,,,
08.01.17,0,-10.7,-7.5,-13.3,1001,79.5,0.21,2.71,309.9,49.85,67.26,-0.4,-1.3,2017,,,,
07.01.17,1,-12.5,-9.5,-16.6,994,86.92,0.2,3.46,310.2,53.5,68.64,-0.6,-1.3,2017,,,,
06.01.17,1,-13.6,-9.5,-16.7,987,84.97,0.18,2.44,310.4,53.2,66.13,-0.6,-1.2,2017,,,,
05.01.17,1,-10.8,-8.7,-12.4,980,84.65,0.22,3.67,295.4,55.5,70.78,-0.4,-1.1,2017,,,,
04.01.17,1,-6.5,0.7,-8.9,977,82.25,0.31,6.51,278,23.91,31.3,-0.3,-0.5,2017,,,,
03.01.17,1,2.1,3.3,0.7,975,99.23,0.69,2.93,347.2,14.34,21.06,-0.1,0.4,2017,,,,
02.01.17,14,0.8,4.8,-2.8,986,80.9,0.52,3.15,81,37.27,49.71,-0.1,-0.7,2017,,,,
01.01.17,0,-0.6,4.7,-5.4,985,72.34,0.41,2.3,205.4,92.99,109.95,0,-0.7,2017,,,,
31.12.16,0,1.3,5.5,-3.2,971,64.91,0.43,5.62,235.5,50.58,64.44,0,-0.4,2016,,,,
30.12.16,0,-2.6,-0.6,-4.2,979,76.35,0.38,4.23,264.2,53.94,66.86,0,-0.3,2016,,,,
29.12.16,2,0.7,3.3,-2.4,973,82.82,0.52,4.7,265.2,41.17,51.81,0.2,0,2016,,,,
28.12.16,0,0,4.5,-4.8,982,74.2,0.44,4,195.6,64.16,79.2,0,-0.6,2016,,,,
27.12.16,0,-2,0.7,-2.9,983,80.18,0.42,5.35,269.7,10.33,13.5,0,-0.2,2016,,,,
26.12.16,3,6.7,11.3,0.6,982,88.55,0.87,5.96,190.2,22.65,31.61,0.1,0.8,2016,,,,
25.12.16,2,0.6,1.3,-0.2,995,91.24,0.57,4.54,103.3,15.8,25.24,-0.1,0.6,2016,,,,
24.12.16,1,1.6,2.6,0.5,987,92.43,0.62,2.14,270.5,20.63,34.64,-0.1,0.7,2016,,,,
23.12.16,3,-1,1.7,-4.3,989,86.89,0.49,3.26,186,28.83,41.08,-0.1,0.7,2016,,,,
22.12.16,0,1.3,4.2,-2.8,987,77.64,0.51,3.91,267.8,48.11,62.16,-0.1,0.7,2016,,,,
21.12.16,0,-3,1.4,-7.1,984,81.81,0.39,3.58,199.2,27.85,41.04,0,0.6,2016,,,,
20.12.16,0,-7.3,-1.3,-14.9,989,60.29,0.22,5.76,209,73.25,94.49,0.1,0.8,2016,,,,
19.12.16,0,-12.8,-11.1,-15.3,1002,67.24,0.15,3.99,205.4,95.18,111.61,0,1,2016,,,,
18.12.16,1,-8.7,-6.3,-11.4,989,89.06,0.28,2.73,309.4,59.95,78.9,0,1,2016,,,,
17.12.16,1,-6,-2.6,-9.2,972,95.35,0.36,1.18,83.9,23.78,37.8,0,1,2016,,,,
16.12.16,5,-11.3,-8.7,-14.6,987,75.02,0.19,3.51,162.7,32.56,46.32,0,1.1,2016,,,,
15.12.16,2,-11.6,-8.6,-14.5,990,87.64,0.21,4.1,270.6,79.52,97.4,0.1,1,2016,,,,
14.12.16,4,-9.3,-7,-11.8,984,86.42,0.26,5.13,242,42.93,57.59,0,1.2,2016,,,,
13.12.16,0,-7.1,-3.6,-11.1,985,83.88,0.3,3.93,249.9,37.88,52.19,0.1,1.3,2016,,,,
12.12.16,1,-1.9,0.8,-9.4,979,86.48,0.46,4.62,252,17.96,27.08,0,1.4,2016,,,,
11.12.16,14,-4,-0.5,-6.1,984,96.91,0.43,3.49,156.3,18.63,30.38,0.1,1.1,2016,,,,
10.12.16,4,-5.5,-4.3,-6.2,996,92.96,0.37,3.18,227.3,41.51,58.63,-0.1,1.1,2016,,,,
09.12.16,8,-3.6,-2.6,-5.2,994,94.92,0.43,2.74,275.4,31.29,45.54,-0.2,0.8,2016,,,,
08.12.16,1,-3.6,-2,-4.7,986,84.35,0.39,4.91,259.6,13.02,17.27,-0.4,0.7,2016,,,,
07.12.16,0,-0.1,2.9,-2.1,982,73.46,0.43,5.28,246.5,73.77,88.71,0.7,1.8,2016,,,,
06.12.16,0,1.1,7.6,-3,977,88.79,0.57,2.98,116.9,43.52,53.83,0.4,2.2,2016,,,,
05.12.16,2,0.8,2.9,-2.2,982,92.53,0.59,2.87,211.7,40.75,54.08,1,2.8,2016,,,,
04.12.16,7,0.3,1.9,-1.1,985,88.85,0.54,1.51,138.9,14.1,19.55,0.8,2.9,2016,,,,
03.12.16,0,1.5,2.1,0.6,992,80.02,0.54,1.65,267.5,9.34,12.17,2,3.5,2016,,,,
02.12.16,5,2.2,3.9,1,985,86.76,0.61,2.93,280.1,22.46,29.2,2.9,4,2016,,,,
01.12.16,6,2.3,4.4,0.9,974,93.27,0.67,4.48,233.4,19.84,27.27,3.5,4.4,2016,,,,
30.11.16,0,6.8,10.8,1.7,969,82.15,0.8,3.54,221.2,59.34,68.96,5.9,5.5,2016,,,,
29.11.16,4,10.4,14.2,7.5,967,79.03,0.97,5.55,187.6,71.04,82.32,7.8,5.7,2016,,,,
28.11.16,11,6.3,10.3,3.2,970,85.11,0.82,5.83,155.7,9.27,13.07,4.5,3.9,2016,,,,
27.11.16,0,1.9,4.3,-1,985,93.4,0.64,2.69,166.9,29.94,37.42,2.2,3.3,2016,,,,
26.11.16,0,3.2,5.5,-0.2,991,84.19,0.63,2.3,253.7,28.82,35.85,3.3,4,2016,,,,
25.11.16,3,2.8,3.3,2.3,990,95.8,0.7,2.98,238.3,9.63,15.59,3.4,4,2016,,,,
24.11.16,1,4.4,5.9,2.7,985,95.49,0.78,2.52,228.4,9.17,13.08,4,3.9,2016,,,,
23.11.16,15,1.5,3.3,-0.4,986,86.52,0.58,3.31,121.5,12.08,17.91,1.2,2.7,2016,,,,
22.11.16,0,-1.3,5.6,-6.9,992,77.06,0.41,1.14,107.5,80.36,96.28,-0.1,2.2,2016,,,,
21.11.16,0,-0.4,3.5,-4.1,990,69.18,0.4,3.41,319.1,101.01,99.42,0.7,3.6,2016,,,,
20.11.16,0,-1.2,-0.4,-1.9,989,72.35,0.4,5.62,318.7,28.66,25.51,0.5,4.4,2016,,,,
19.11.16,6,1.7,6.8,-0.8,980,88.67,0.6,5.96,271.6,33.22,41.78,3.9,7.1,2016,,,,
18.11.16,9,15.9,21.1,6.8,977,69.4,1.24,5.02,189.6,81.59,104.25,11.6,9.1,2016,,,,
17.11.16,0,11.3,20.2,1.4,979,76.7,0.99,3.63,152.3,91.87,115.45,8.2,6.9,2016,,,,
16.11.16,0,7.2,13.6,1.4,980,93.1,0.92,0.91,226.7,59.88,73.51,7.3,6.8,2016,,,,
15.11.16,0,8,15,1.5,978,84.36,0.89,1.59,224.4,100.97,125.09,6.9,6.6,2016,,,,
14.11.16,0,8.3,16,3,980,64.02,0.69,3.41,202.1,117.31,140.21,5.7,6.3,2016,,,,
13.11.16,0,6.7,13.8,1.6,986,61.55,0.57,4.39,218.3,122.95,144.3,4,6,2016,,,,
12.11.16,0,2.9,10.8,-4.8,994,72.29,0.52,2.05,247.9,121.28,146.87,3.3,5.6,2016,,,,
11.11.16,0,8.1,12.3,-0.3,988,59.89,0.64,3.82,350.6,121.2,149.17,6,7.9,2016,,,,
10.11.16,0,10.5,17.6,4.6,983,63.05,0.74,4.63,233.5,123.1,154.3,7.4,8.2,2016,,,,
09.11.16,0,8.4,13,4.3,990,69.18,0.74,3.36,318.9,122.73,154.71,7.7,8.6,2016,,,,
08.11.16,1,9.9,15.1,4.8,987,81.95,0.99,2.9,251.3,38.32,51.56,9,8.7,2016,,,,
07.11.16,0,10.7,19.8,2.6,993,79.08,0.96,1.47,152,126.25,155.66,9.4,8.6,2016,,,,
06.11.16,0,10.1,21.3,1.8,994,85.43,1.02,0.82,154.9,120.24,149.1,9.6,8.9,2016,,,,
05.11.16,0,10.8,20,4.5,993,76.76,0.96,2.02,233.1,124.44,157.83,9.6,9.1,2016,,,,
04.11.16,0,8.3,14.7,2.3,995,81.71,0.86,1.87,326.7,135.85,169.65,9,9.8,2016,,,,
03.11.16,3,11.8,14.3,7.8,988,91.75,1.25,2.07,340.6,58.57,78.54,12.9,11.8,2016,,,,
02.11.16,5,15.2,17.6,13,986,93.74,1.61,0.84,68.7,37.21,52.48,14.6,11.7,2016,,,,
01.11.16,0,16.5,24.9,9.3,981,76.13,1.4,3.51,201.2,117.83,154.51,13.7,10.6,2016,,,,
31.10.16,0,6.7,12.6,0.8,987,84,0.8,2.75,120.8,93.96,120.97,7.9,8.8,2016,,,,
30.10.16,11,10.1,13.3,4.1,986,86.26,1.06,2.8,21.5,56.21,75.82,11.2,10.8,2016,,,,
29.10.16,0,16.8,19.5,13.2,980,83.06,1.58,3.53,238.1,33.97,46.89,13.9,10.9,2016,,,,
28.10.16,0,9.7,14.6,5.9,988,82.1,0.96,3.18,178.3,108.06,145.5,9.8,8.9,2016,,,,
27.10.16,2,5.4,7,3.5,986,93.86,0.83,2.79,315.6,32.9,42.63,7.1,8.2,2016,,,,
26.10.16,19,4.4,5.6,3.2,992,91.46,0.76,3.98,98.6,10.01,16.7,5.9,8.1,2016,,,,
25.10.16,0,5.6,14.3,-1.2,996,78.53,0.67,0.9,19.6,124.28,162.65,7.9,8.9,2016,,,,
24.10.16,0,9.6,13.2,3,990,69.38,0.81,2.95,319,129.62,163.51,10.3,11,2016,,,,
23.10.16,0,12.1,20.7,3.3,980,77.24,1.05,2.78,223.1,145.82,186.45,11.7,10.9,2016,,,,
22.10.16,0,7.5,13.2,2.9,984,74.08,0.75,2.18,303.1,130.69,166.06,10,10.9,2016,,,,
21.10.16,0,8.3,12.4,4.4,985,69.63,0.75,3.34,352.1,88.28,112.51,10.4,12.1,2016,,,,
20.10.16,1,12.3,12.9,9,985,88.46,1.26,2.3,17.5,21.44,31.15,13.7,13.6,2016,,,,
19.10.16,0,14.1,24.5,6.8,984,79.46,1.21,1.17,254.1,144.35,189.66,15.6,13.8,2016,,,,
18.10.16,0,20.5,24.8,9.7,972,73.77,1.78,5.26,240.3,98.79,131.99,18.8,15.9,2016,,,,
17.10.16,0,20.8,25.8,17,974,83.96,2.01,4.45,180,97.68,131.33,19.4,15.2,2016,,,,
16.10.16,13,17.7,19.3,16.5,981,92.87,1.86,3.31,198.5,20.81,30.58,16.8,13.9,2016,,,,
15.10.16,0,14,22,6.9,985,82.72,1.34,3.64,178.2,88.76,118.66,13.2,11.6,2016,,,,
14.10.16,0,8.4,17.4,1.4,992,78.54,0.82,2.14,119.8,175.16,218.22,10.9,10.7,2016,,,,
13.10.16,0,9.4,15.2,2.1,990,77.59,0.88,2.17,309.2,161.34,200.49,12.9,12.7,2016,,,,
12.10.16,18,15.5,22.5,9.6,982,78.94,1.4,3.61,191.8,82.83,110.66,15,13.3,2016,,,,
11.10.16,0,14.8,21.5,10.5,990,73.09,1.21,2.67,160.8,148.67,190.78,15.3,12.8,2016,,,,
10.10.16,0,10.4,19.1,3.1,994,78.9,0.96,2.36,122.8,177.01,223.56,12.6,11.5,2016,,,,
09.10.16,0,9.3,18.2,3.2,994,78.14,0.86,1.1,100.1,168.87,214.79,13,12.3,2016,,,,
08.10.16,0,10,14.1,3.5,989,71.85,0.86,3.09,299.1,187.71,240.95,13,14.1,2016,,,,
07.10.16,0,18.3,26.3,10.4,985,81.72,1.7,3.6,208.5,123.91,165.2,18.7,16.7,2016,,,,
06.10.16,3,18.7,24,13.2,987,94.58,2.03,1.15,155.3,76.12,104.81,18.9,16.4,2016,,,,
05.10.16,9,19.1,26.3,15.3,984,82.44,1.8,3.45,151.9,146.89,192.21,19,16.3,2016,,,,
04.10.16,0,16.5,23.7,11.4,987,80.67,1.45,2.91,111.9,168,217.12,17.6,15.6,2016,,,,
03.10.16,0,15,20.4,11.8,986,91.62,1.53,1.14,117.6,109.48,140.76,17.6,15.9,2016,,,,
02.10.16,4,14.7,20.8,11.1,984,89.96,1.46,1.11,234,136.65,177.52,18,16,2016,,,,
01.10.16,5,15.5,20.7,11.3,984,88.89,1.52,2.74,90.9,112.01,140.69,17.5,16.4,2016,,,,
30.09.16,3,14.9,16.4,14.3,988,95.27,1.59,3.92,47.4,32.06,43.49,16,16.2,2016,,,,
29.09.16,27,14.5,16.9,12.9,987,94.1,1.54,4.29,34.8,38.06,51.1,15.5,15.9,2016,,,,
28.09.16,2,12.6,17.6,9.7,978,82.32,1.18,3.02,60.6,65.73,87.24,15,15.8,2016,,,,
27.09.16,0,14.4,19.1,10.2,975,59.54,0.95,4.02,242.7,184.01,240.68,16.5,16.6,2016,,,,
26.09.16,4,16.9,19.7,12.9,979,67.62,1.29,4,241.9,149.29,192.4,18.6,18.3,2016,,,,
25.09.16,0,17.2,24.6,10.3,986,72.96,1.38,2.86,118.5,185.28,243.69,20,18.3,2016,,,,
24.09.16,0,16.4,23,11.7,989,78.24,1.42,2.77,67.4,179.67,241.3,19.6,18.9,2016,,,,
23.09.16,0,19,21.8,14.1,985,91.05,1.98,2.12,46.1,53.19,72.91,20.5,20,2016,,,,
22.09.16,0,20.9,28.4,15.3,985,82.25,1.96,1.27,141.5,148.14,198.88,22.5,19.7,2016,,,,
21.09.16,0,19.4,28.1,12.8,988,82.91,1.85,1.6,138.8,117.13,158.29,20.9,19.2,2016,,,,
20.09.16,0,21.4,28.4,13.2,987,62.98,1.5,1.63,100.1,223.83,295.68,22.7,19.7,2016,,,,
19.09.16,0,19.1,28.6,10.9,984,74.64,1.53,1.72,184,223.25,293.17,20.8,18.9,2016,,,,
18.09.16,0,19.5,25.4,12.7,982,80.32,1.76,1.29,246.5,212.06,278.94,21.4,19.9,2016,,,,
17.09.16,12,21.2,25.2,17.4,980,86.85,2.15,2.65,216.8,137.66,183.58,22.8,20.5,2016,,,,
16.09.16,0,18.5,26.6,11.2,985,79.14,1.66,2.52,131.9,192.98,257.71,21.1,18.9,2016,,,,
15.09.16,0,16.7,23.1,11.3,991,73.86,1.32,1.7,83.9,216.69,278.31,20,19,2016,,,,
14.09.16,0,18.7,23.6,13.5,989,75.91,1.58,1.97,33.3,195.13,257.89,21.9,20.4,2016,,,,
13.09.16,0,19.7,27.9,11.9,985,78.66,1.77,1.94,212.6,215.82,289.34,21.8,19.7,2016,,,,
12.09.16,0,17,24.7,9.8,987,75.98,1.42,1.92,164.7,234.47,303.5,19.6,19.4,2016,,,,
11.09.16,0,16.8,25,10.9,988,75.14,1.36,1.03,282.7,241.01,307.12,20.1,20.5,2016,,,,
10.09.16,12,19.3,22.3,14.6,978,90.04,2,3.19,256.6,82.7,108.27,21.2,22.3,2016,,,,
09.09.16,4,21.7,27.5,17.4,982,91.09,2.33,1.11,191,122.72,157.45,24,22.8,2016,,,,
08.09.16,5,23.6,26.4,18.7,979,87.93,2.54,2.91,244.6,63.4,85.08,24.6,23.5,2016,,,,
07.09.16,1,26.9,31.5,23.1,983,80.58,2.81,2.06,219,170.35,226.28,28.3,23.6,2016,,,,
06.09.16,0,26.1,32.1,21.3,985,78.56,2.6,2.21,199.3,210.71,272.72,28.6,22.6,2016,,,,
05.09.16,0,21.8,30.2,13.2,987,74.78,1.92,2.15,159.3,249.67,319.69,25.6,20.9,2016,,,,
04.09.16,0,18.5,26.5,10.3,990,77.49,1.56,1.08,112.8,264.36,332.73,23.6,20.3,2016,,,,
03.09.16,0,17.7,26.3,10.3,990,76.8,1.46,1.27,76.4,275.94,344.98,22.8,20.6,2016,,,,
02.09.16,0,17.4,23.6,11.8,991,75,1.43,2.11,41.4,253.31,322.43,21.8,21,2016,,,,
01.09.16,0,18.1,22.9,13.6,987,73.27,1.47,2.95,19.4,247.01,316.32,22.1,22.2,2016,,,,
31.08.16,0,22.2,25.3,16.5,984,80.78,2.12,1.94,355.1,209.39,266,25.1,23.7,2016,,,,
30.08.16,1,22.9,29,20.9,987,85.8,2.35,0.9,207.9,165.17,218.23,25.6,23.7,2016,,,,
29.08.16,0,23.4,30.8,19.8,991,81.8,2.25,1.11,98.7,255.3,329.51,NaN,NaN,2016,,,,
28.08.16,0,24.5,30.1,19.3,989,83.96,2.5,1.4,274.4,240.71,318.18,26.5,23.6,2016,,,,
27.08.16,14,20.7,27.7,18,986,88.3,2.16,1.87,100.2,108.98,142.92,22.7,22.5,2016,,,,
26.08.16,0,21.4,29.3,15.2,987,78.19,1.91,1.02,267.1,264.65,344.95,25.1,22.7,2016,,,,
25.08.16,2,23.3,27.4,16.8,983,85.29,2.42,2.67,240.5,175.49,229.96,24.5,23.3,2016,,,,
24.08.16,0,21.6,26.9,16.5,984,84.34,2.2,2.49,182.9,117.49,155.97,22.5,22.2,2016,,,,
23.08.16,0,19.3,26.7,12.1,990,77.68,1.67,2.11,163.7,279.24,357.44,22.1,21.8,2016,,,,
22.08.16,0,18.1,24.9,10.9,988,76.39,1.51,1.16,208.6,254.79,331.37,21.5,21.9,2016,,,,
21.08.16,0,19,22.7,14.6,977,78.08,1.69,3.35,266.5,208.21,275.22,21.5,23,2016,,,,
20.08.16,21,21.9,25.8,18.6,974,91.19,2.38,2.7,185.6,109.87,149.27,23,23.7,2016,,,,
19.08.16,1,22.4,27.4,19.2,980,87.64,2.34,2.08,202.5,160.53,210.45,24.2,24.2,2016,,,,
18.08.16,0,21.8,28.2,15.1,985,83.54,2.14,1.5,176.3,234.61,302.74,24.2,24,2016,,,,
17.08.16,1,22.5,28.4,17.5,985,83.89,2.23,2.36,226.1,231.99,305.76,24.8,24.2,2016,,,,
16.08.16,33,23,28.4,18.3,983,85.5,2.35,3.25,279.8,189.3,248.23,25.4,24.2,2016,,,,
15.08.16,42,20.7,26.4,16.3,986,92,2.22,1.35,113.7,136.97,178.65,23.4,24.2,2016,,,,
14.08.16,0,23.2,27.8,17.9,983,80.24,2.21,1.19,264.4,220.62,287.89,25.8,25.2,2016,,,,
13.08.16,50,24,28.6,20.4,976,89.12,2.64,3.25,223.5,180.83,235.67,27,25.7,2016,,,,
12.08.16,8,26.6,32.6,22.7,978,81.29,2.79,2.66,213.2,202.47,258.5,30.8,26.8,2016,,,,
11.08.16,0,26.7,32.7,21.3,982,76.72,2.61,2.14,189.3,207.98,256.05,31.8,26,2016,,,,
10.08.16,0,24.6,33.3,16.4,985,71.47,2.05,1.1,173.6,304.4,375.76,31.1,24.8,2016,,,,
09.08.16,0,21.8,30.6,12.9,983,72.54,1.8,0.91,245,270.81,366.02,28.4,23.7,2016,,,,
08.08.16,0,21.1,29.7,12.9,985,66.91,1.53,1.48,75.7,321.31,425.39,28.3,23.7,2016,,,,
07.08.16,0,20.8,27.7,14.2,984,68.57,1.6,1.59,7.9,275.72,370.19,27.5,23.7,2016,,,,
06.08.16,0,21.9,28.2,15.3,981,71.69,1.79,1.82,292.9,291.8,391.43,28.3,24.1,2016,,,,
05.08.16,0,24.8,29.2,18.5,978,74.85,2.32,2.73,243.9,228.6,307.08,29.4,25,2016,,,,
04.08.16,0,24.7,32.2,16.8,982,71.1,2.08,1.3,129.5,315.66,426.55,29.9,24.8,2016,,,,
03.08.16,0,23.9,32,15.7,985,71.96,1.98,0.94,176.4,320.42,434.6,28.6,24.3,2016,,,,
02.08.16,0,22.8,30.8,14.8,826,72.53,1.87,0.89,335.3,329.04,446.1,27,23.8,2016,,,,
01.08.16,0,22,28.7,15.3,605,74.32,1.83,1.29,32.2,311.4,423.21,24.9,23.6,2016,,,,
31.07.16,0,21.1,26.8,18.2,600,85.02,2.06,1.37,30.3,192.88,253.46,23.9,23.3,2016,,,,
30.07.16,19,19.1,22.4,16.6,600,89.5,1.96,2.5,42.7,91.2,121.84,21.5,22.8,2016,,,,
