date,precipitation,Air_temp_mean,air_temp_max,Air_Temp_Min,Air_Pressure,RH,AH ,Wind_Speed_Mean ,Wind_Direction_Mean ,Solar_Radiation,PAR,soil_temp_5_cm_bare_avg,soil_temp_5_cm_sod_avg,Year,,,,
29.07.16,3,21,25.8,18.3,600,84.13,2.06,2.07,56.6,142.31,188.37,23.9,24.2,2016,,,,
28.07.16,5,22.5,30.1,17.6,600,80.49,2.11,1.6,38.5,252.73,335.81,28.4,24.9,2016,,,,
27.07.16,0,23.4,30.9,16.4,600,74.68,2.04,1.42,210.4,321.64,429.8,29.4,24.9,2016,,,,
26.07.16,0,23.5,30.4,15.6,600,71.08,1.94,1.36,282.3,339.06,452.08,28,24.9,2016,,,,
25.07.16,0,26,30,19.6,600,67.62,2.23,3.46,273.3,323.15,438.51,28.2,25.6,2016,,,,
24.07.16,28,24.4,30.9,20,600,87.15,2.66,2.58,198.8,129.37,178.58,26.7,24.7,2016,,,,
23.07.16,0,25.6,33.5,16.9,600,73.95,2.27,1.13,250.1,300.43,410.46,30.3,25.2,2016,,,,
22.07.16,0,26.6,30.9,20,600,72.89,2.48,2.57,271.5,317.17,439.82,29.9,25.3,2016,,,,
21.07.16,7,23.8,30.9,19.7,600,85.42,2.48,2.57,196.3,180.9,250.48,27,24.1,2016,,,,
20.07.16,0,24.1,32,16.5,600,71.15,2.02,1.2,170.5,302.98,415.95,29.2,23.8,2016,,,,
19.07.16,0,23,30.9,15.2,600,69.94,1.82,1.13,299.1,295.99,396.97,27.1,23.3,2016,,,,
18.07.16,15,24.5,29.1,17.7,600,69.36,2.05,3.05,273.3,288.46,383.47,26.8,23.6,2016,,,,
17.07.16,0,20.4,30.1,10.9,600,76.03,1.78,3.38,170.1,240.76,320.88,24.9,21.6,2016,,,,
16.07.16,0,19,26.7,13.6,600,69.17,1.41,1.37,339,301.62,398.02,24.6,22.2,2016,,,,
15.07.16,2,20.3,24.5,16.4,600,76.35,1.78,2.92,272.5,215.37,291.24,24.2,22.9,2016,,,,
14.07.16,0,24.5,29.6,20.1,600,65.89,1.92,4.47,247.8,324.09,438.96,27.6,24.2,2016,,,,
13.07.16,16,23.8,30.6,20.4,600,86.45,2.5,3,205,226.9,306.87,26.7,24.5,2016,,,,
12.07.16,5,25,32.8,21.7,796,74.61,2.32,3.7,185.6,276.05,375.37,27.9,24.2,2016,,,,
11.07.16,7,23.2,30.8,15.8,983,73.51,2.05,2.24,144.2,219.73,294.88,26.4,23.1,2016,,,,
10.07.16,0,21.1,29.2,12.3,984,64.98,1.48,1.34,287.1,334.88,449.78,27.5,22.6,2016,,,,
09.07.16,0,20.9,26.4,16.9,980,71.66,1.74,3.51,293.8,195.06,256.11,25.4,22.6,2016,,,,
08.07.16,1,24.1,30.9,19,976,76.85,2.19,2.76,249.6,279.64,381.27,28.4,24.3,2016,,,,
07.07.16,3,24,30.3,17,977,76.51,2.23,1.47,228.7,226.29,315.29,28.9,23.5,2016,,,,
06.07.16,0,23.8,31,18.7,977,71.72,2.03,2.35,219.4,239.74,328.99,28.5,22.8,2016,,,,
05.07.16,0,23.3,28.6,18.8,979,72.51,2,2.21,254.9,268.01,362.77,28.7,22.4,2016,,,,
04.07.16,0,19.8,26.3,11.7,980,70.99,1.61,2.23,130.4,262.27,361.83,26.3,20.8,2016,,,,
03.07.16,0,18.2,25.5,8.8,985,64.31,1.21,1.69,116.4,299.77,394.34,24.9,20.3,2016,,,,
02.07.16,0,17.2,25.6,9.4,987,65.96,1.18,1.43,289.1,307.62,409.94,24.8,20.1,2016,,,,
01.07.16,4,18.5,22.6,11,982,71.03,1.47,3.25,290.4,289.49,388.13,24.5,20.9,2016,,,,
30.06.16,0,18.6,26.9,8.1,983,57.66,1.12,1.7,204.2,293.76,397.13,26.1,20.5,2016,,,,
29.06.16,0,17.3,26,7.8,985,57.62,1.04,1.76,293.7,362.86,494.09,25.7,20.3,2016,,,,
28.06.16,0,17.3,21.5,12.6,985,69.12,1.35,2.87,316.7,149.9,197.86,23.5,21.2,2016,,,,
27.06.16,0,24,29.9,17.9,983,66.17,1.88,3.61,260.7,354.34,496.68,29.5,23.3,2016,,,,
26.06.16,1,23.9,29,20.5,983,73.89,2.19,2.94,210.6,164.19,221.6,27.1,22.8,2016,,,,
25.06.16,0,21.9,29.3,12.8,986,61.94,1.51,2.43,174.4,346.32,458.47,29,22.6,2016,,,,
24.06.16,0,22.3,30.4,15,985,45.4,1.13,2.04,79.3,354.62,463.38,28.3,22.4,2016,,,,
23.06.16,0,21.1,26.3,17.7,978,78.59,1.89,2.25,59.7,239.13,310.49,26.3,22.2,2016,,,,
22.06.16,2,21.2,27.5,13.7,979,64.56,1.58,1.78,223.1,206.85,264.69,26.4,21.3,2016,,,,
21.06.16,0,20.4,25.1,13.9,981,56.55,1.3,3.02,262.2,349.38,447.32,27.6,21.5,2016,,,,
20.06.16,0,25.3,30.1,17.9,984,67.66,2.17,3.58,235.3,229.51,295.81,28.7,22.3,2016,,,,
19.06.16,0,23.6,30.6,15.1,990,62.57,1.67,2,173.9,341.58,433.22,29.2,21.8,2016,,,,
18.06.16,0,22.9,33.8,13,989,61.84,1.53,0.84,316.1,330.05,408.74,27,21.1,2016,,,,
17.06.16,0,22.1,29.9,14.9,984,61.34,1.5,2.25,27.3,350.25,480.39,24.2,20.6,2016,,,,
16.06.16,22,18.4,21.1,15.7,975,92.88,1.95,2.98,274.3,89.02,121.95,21.6,19.8,2016,,,,
15.06.16,11,22.9,29.6,16.1,976,70.84,1.97,3.12,198.7,303.41,427.19,26.6,20.7,2016,,,,
14.06.16,2,20.5,26.1,15.3,981,61.31,1.44,3.45,125.6,271,374.99,25.6,19.9,2016,,,,
13.06.16,0,17.7,25.9,9.9,984,61.03,1.17,2.07,110.9,241.94,331.36,24.2,19,2016,,,,
12.06.16,0,20.3,25.5,11,985,47.72,1.12,3.07,342.2,341.91,461.4,27,20.3,2016,,,,
11.06.16,0,25.8,30.4,20.2,980,61.8,2.03,3.12,256.1,331.93,473.66,29.8,20.6,2016,,,,
10.06.16,0,22.1,31.7,13.4,982,68.94,1.79,1.98,143.9,276.05,375.59,26.1,18.3,2016,,,,
09.06.16,0,14.6,24.2,4.4,983,66.38,1.06,1.24,181.1,185.74,252.11,18.7,15.5,2016,,,,
08.06.16,1,13.2,19.1,6.3,981,66.52,0.94,2.68,297.8,355.28,482.99,20.4,16.3,2016,,,,
07.06.16,0,13.4,16.7,9.3,975,78.73,1.19,3.59,295.5,150.3,201.82,17.8,16.6,2016,,,,
06.06.16,0,18.6,25.8,13.2,971,68.78,1.39,3.77,257.4,297.91,411.69,21.6,18.2,2016,,,,
05.06.16,3,18.4,22,15,971,82.19,1.7,3.58,244.7,165.43,223.15,21.3,18.4,2016,,,,
04.06.16,3,19.2,26.5,13.7,979,75.21,1.63,2.16,131.4,206.16,287.26,24,18.8,2016,,,,
03.06.16,0,18.8,29.4,10,984,66.25,1.33,0.96,250.8,350.34,481.81,25.8,18.5,2016,,,,
02.06.16,0,19.8,24.4,12.8,982,64.3,1.41,2.5,265,347.43,482.84,25.3,18.8,2016,,,,
01.06.16,1,20.4,25,15.3,982,62.61,1.49,2.26,158.4,178.79,245.86,23,18.7,2016,,,,
31.05.16,0,20.7,27.6,11.5,983,58.33,1.3,2.08,69,297.63,411.51,24.7,18.9,2016,,,,
30.05.16,0,21.4,27,13.6,983,64.5,1.57,2.09,264.8,347.13,487.89,26,19.3,2016,2.590909091,3.159763314,64.93909091,72.84686391
29.05.16,0,22.7,27.7,16.1,982,68.44,1.84,3.88,214.8,308.06,436.61,25.3,19.5,2016,43,,,
28.05.16,0,23.6,28.7,18.7,982,67.6,1.94,3.64,179.3,182.63,258.5,23.8,19,2016,,,,
27.05.16,0,22,27.1,15.9,980,77.94,2.02,2.25,174.6,232.15,334.14,24.3,18.7,2016,,,,
26.05.16,22,22,28.8,16.4,981,77.15,1.98,3.19,206.6,271.92,382.47,25.2,18.3,2016,,,,
25.05.16,0,22.6,29,15.5,982,58.64,1.59,2.73,184.8,316.25,440.66,26.6,17.1,2016,,,,
24.05.16,0,19.3,28.5,7.9,982,51.47,1.1,2.06,206.5,333.05,456.04,23.6,15.3,2016,,,,
23.05.16,0,16.3,26,12.6,983,52.8,0.85,1.42,134.5,358.75,469.73,21.5,14.4,2016,,,,
22.05.16,0,16.4,22.7,8.6,983,50.77,0.91,2.92,2,345.96,464.5,20.9,14.4,2016,,,,
21.05.16,0,16.9,22.7,9.6,984,48.12,0.87,2.6,21.7,311.27,418.89,20,13.9,2016,,,,
20.05.16,0,14.9,20.8,7.4,988,54.79,0.87,2.22,73.8,220.22,290.49,17,12.9,2016,,,,
19.05.16,0,13.4,24.5,2.7,989,53.79,0.74,1.13,292.7,346.06,466.16,18.1,12.7,2016,,,,
18.05.16,0,12.5,19.7,6.3,989,56.75,0.76,2.15,55.8,330,444.35,16.5,12.8,2016,,,,
17.05.16,0,13.4,17.7,8.6,988,68.91,1.02,2.07,335.7,227.32,312.63,16.1,12.6,2016,,,,
16.05.16,0,11.5,20,3.2,985,52.35,0.68,3.71,231.6,273.6,372.25,12.7,10.7,2016,,,,
15.05.16,0,5.2,8.9,1.6,984,59.88,0.51,4.2,284.8,283.94,382.18,9.9,10.7,2016,,,,
14.05.16,13,6.4,10.3,4.1,977,76.42,0.74,5.16,290.5,145.05,201.79,10.8,12,2016,,,,
13.05.16,3,13,17.1,9.4,980,70.84,1.03,3.63,262.9,297.07,416.56,16.7,13.7,2016,,,,
12.05.16,9,16.4,21.1,12.9,981,90.22,1.67,1.92,194.3,77.35,114.53,16.8,13.3,2016,,,,
11.05.16,1,14.5,21.3,9.6,985,84.39,1.38,2.44,97.5,177.98,247.45,16.6,12.1,2016,,,,
10.05.16,9,10.3,12.2,8.6,983,84.56,1.05,4.84,94.6,50.75,77.62,11.1,10.5,2016,,,,
09.05.16,0,10.7,15.6,3.6,983,56.54,0.69,2.92,138.1,139.89,193.66,12.4,10.8,2016,,,,
08.05.16,0,12.8,18.8,4.6,979,40.51,0.56,2.69,288.4,304.82,414.41,15.5,12.1,2016,,,,
07.05.16,0,16.7,22.2,9.4,973,51.26,0.98,3.39,281.4,251.74,354.7,16.6,12.8,2016,,,,
06.05.16,0,13.9,23.6,3.6,980,55.16,0.8,1.4,267.8,321.61,434.93,15.9,11.5,2016,,,,
05.05.16,3,11.4,18.9,6.6,978,73.58,0.94,4.11,355,270.74,376.72,13.9,10.4,2016,,,,
04.05.16,26,8.4,13.3,4.9,970,83.98,0.9,4.24,272.3,64.47,96.2,9.9,9.7,2016,,,,
03.05.16,0,11.5,18.6,2.8,979,65.38,0.8,2.02,289.6,312.46,436.67,14.1,10.2,2016,,,,
02.05.16,10,8.4,12.3,5.5,983,85.14,0.91,2.81,40.1,125.44,179.37,10.8,8.9,2016,,,,
01.05.16,0,8.4,10.1,6.1,981,94.2,1.02,3.63,49.7,58.06,83.86,9.9,8.8,2016,,,,
30.04.16,11,8.4,11.5,5.5,985,78.61,0.85,3.2,82.7,89.94,134.33,9.4,9,2016,,,,
29.04.16,0,7.4,11.4,5.4,985,78.77,0.79,2.05,44.1,131.96,187.33,10.5,9.1,2016,,,,
28.04.16,3,6.7,10.9,2.3,980,70.57,0.67,4.12,74.4,63.94,96.7,8.7,9.3,2016,,,,
27.04.16,0,8.8,15.3,2.6,980,61.71,0.64,3.98,64.6,249.5,350.94,12.2,10.6,2016,,,,
26.04.16,1,10.2,16,4.1,976,90.82,1.16,3.57,25.7,78.16,111.33,13.2,11.9,2016,,,,
25.04.16,3,18.2,25.4,10,975,52.83,1.12,4.01,173.3,216.6,306.45,17.4,12.2,2016,,,,
24.04.16,0,12.9,23.4,4.2,983,51.98,0.77,2.87,148.6,290.15,396.53,14.9,10.4,2016,,,,
23.04.16,0,9.7,17.1,2.8,987,63.77,0.71,2.34,58.3,303.3,417.91,14.1,10.2,2016,,,,
22.04.16,0,11.6,14.7,8.6,980,93.78,1.26,2.37,19.7,64.3,93.53,12.8,10,2016,,,,
21.04.16,7,12.3,16.9,8.9,978,83.3,1.19,2.06,163.3,59.92,93.05,13.6,10.2,2016,,,,
20.04.16,0,14.5,19.8,9.5,987,39.59,0.61,4.29,106,217.56,308.36,15.2,10.1,2016,,,,
19.04.16,0,12.1,16.5,8.8,990,62.1,0.86,3.98,60,114.27,166.88,13.5,10.3,2016,,,,
18.04.16,0,18,27.9,7.4,992,44.14,0.84,1.9,269.8,271.8,379.5,17.5,11,2016,,,,
17.04.16,0,17.5,28.6,6.4,995,32.02,0.58,1.74,100.2,305.01,407.54,16.2,10.1,2016,,,,
16.04.16,0,16.4,26.3,6.5,993,39.05,0.67,2.88,110.1,295.96,396.97,14.3,9,2016,,,,
15.04.16,0,12.1,22,2.3,991,43.8,0.57,2.92,110.9,297.34,395.16,11.2,7.2,2016,,,,
14.04.16,0,8.6,17.4,0.4,992,47.66,0.51,2.87,95.6,284.28,382.32,8.9,5.6,2016,,,,
13.04.16,0,5.3,13.3,-2.4,994,61.73,0.51,1.53,118.7,159.15,221.23,7.2,4.1,2016,,,,
12.04.16,0,3.2,8.8,-1.5,991,59.41,0.44,2.64,295.7,271.41,373.03,6.6,3.7,2016,,,,
11.04.16,3,7.2,10.1,1,977,75.91,0.78,4.21,263.9,195.89,272.67,7.5,3.8,2016,,,,
10.04.16,12,0.4,7.7,-2.4,982,82.51,0.53,4.52,161.2,22.79,39.41,1.1,1.2,2016,,,,
09.04.16,2,-2.5,2.3,-6.4,985,72.55,0.35,3.63,322.9,244.58,344.58,2.1,2.2,2016,,,,
08.04.16,7,-0.1,4.1,-3.2,975,81.51,0.49,2.37,295.3,99.68,142.53,2.6,2.5,2016,,,,
07.04.16,1,2,4,-1.3,968,85.08,0.59,4.91,298.9,74.3,108.67,4,3.5,2016,,,,
06.04.16,16,4.6,8.3,1.5,973,75.58,0.66,4.31,180,25.54,NaN,4.3,3.4,2016,,,,
05.04.16,0,-0.6,5.8,-7.8,995,62.8,0.34,2.95,119.1,274.4,-1814.57,4.9,3.4,2016,,,,
04.04.16,1,0,2.5,-3.7,982,82.32,0.5,4.25,16.1,69.97,NaN,3.2,3.7,2016,,,,
03.04.16,0,2.6,14.7,-5.2,977,67.23,0.49,4.66,223.4,217.86,NaN,5.8,3.7,2016,,,,
02.04.16,4,0.4,2.8,-3.6,970,83.78,0.52,4.48,266.1,102.61,NaN,3.5,4.7,2016,,,,
01.04.16,2,5.4,9.6,1.5,971,73.75,0.64,3.92,276.4,189.33,NaN,9.5,7.2,2016,,,,
31.03.16,32,13.6,16.5,4.7,964,88.61,1.37,6.46,208.2,50.82,NaN,12.2,8.2,2016,,,,
30.03.16,1,8.6,16.2,2.2,981,60.12,0.68,4.92,167.8,112.38,NaN,7.4,5,2016,,,,
29.03.16,0,4.8,13.2,-2.7,991,61.29,0.48,1.65,349.6,251.74,NaN,7.1,4.4,2016,,,,
28.03.16,5,4.7,7.2,-0.1,980,87.56,0.74,4.81,290.3,57.07,NaN,6.1,5.1,2016,,,,
27.03.16,5,9.4,20.2,1,981,66.18,0.74,3.22,159.5,185.71,NaN,9.1,5.3,2016,,,,
26.03.16,0,4.2,12.6,-3.4,988,70.61,0.54,2.1,133.1,230.52,NaN,6.4,3.4,2016,,,,
25.03.16,0,1.1,10.1,-3,981,75.58,0.48,2.5,329.9,186.54,NaN,5.4,3.3,2016,,,,
24.03.16,13,3.6,9.7,-0.9,969,96.32,0.75,3.88,51.7,32.58,NaN,4.8,3.6,2016,,,,
23.03.16,1,4.6,9.4,1.4,977,83.24,0.7,4.34,47.8,54.87,NaN,5.3,4.1,2016,,,,
22.03.16,0,7.5,16.6,-0.2,977,54.41,0.57,3.52,181.3,138.21,-1099.41,6.6,3.6,2016,,,,
21.03.16,0,1.4,7.2,-3.4,985,59.92,0.38,2.31,302.7,220.9,NaN,4.8,3.1,2016,,,,
20.03.16,0,0.2,6.5,-5.3,986,60.42,0.35,2.92,4.4,236.58,NaN,3.7,3.2,2016,,,,
19.03.16,0,1.2,6.1,-1.5,987,62.6,0.4,3.59,53.1,182.41,NaN,3.7,3.6,2016,,,,
18.03.16,0,2.4,9.2,-3.1,982,72.13,0.5,2.32,318.9,155.54,NaN,5,4.1,2016,,,,
17.03.16,0,7.5,10.2,-0.3,975,48.34,0.49,5.59,251.4,211.35,-2784.82,7,5.6,2016,,,,
16.03.16,3,10.4,12.9,7.8,968,66.98,0.82,7.69,206.6,152.05,NaN,9.6,6.8,2016,,,,
15.03.16,0,8.5,18,1,975,84.85,0.91,2.6,109.7,167.16,NaN,9.5,6.1,2016,,,,
14.03.16,2,8.8,10.4,5.8,972,93.12,1.04,2.41,242.3,51.76,NaN,9.4,6.1,2016,,,,
13.03.16,13,8.4,11.1,5.9,979,82.17,0.89,3.88,91.8,36.94,NaN,8,5.5,2016,,,,
12.03.16,0,8.1,15.1,0.4,988,72.94,0.74,1.44,133.8,127.8,NaN,8.4,5.1,2016,,,,
11.03.16,0,6.6,17.5,-0.5,993,70.36,0.62,1.35,29.8,208.99,NaN,7.9,4.9,2016,,,,
10.03.16,0,9.1,13.6,2.3,984,86.91,1.01,2.71,307.6,62.33,NaN,9.5,6,2016,,,,
09.03.16,3,15.8,19.5,13.4,979,74.09,1.32,4.27,211.5,58.1,NaN,11.7,6,2016,,,,
08.03.16,0,15,21.1,10.4,980,61.5,1.05,4.59,194,144.17,-1070.76,6.5,2.6,2016,,,,
07.03.16,0,9.1,15,4.5,980,67.96,0.78,3.88,191.3,157.19,-124.78,0.2,-0.4,2016,,,,
06.03.16,0,-0.2,5.8,-8,988,84.05,0.5,3.47,180.8,119.79,675.43,0.3,-0.4,2016,,,,
05.03.16,3,-1.4,1.9,-4.1,985,91.39,0.49,1.36,109.2,52.57,NaN,0.3,-0.3,2016,,,,
04.03.16,0,-3.9,7,-13.8,987,68.3,0.28,1.34,320.7,202.3,NaN,0.3,-0.3,2016,,,,
03.03.16,2,-6.4,-1.8,-11.4,985,82.27,0.32,1.85,74.6,65.75,4.69,0.2,0,2016,,,,
02.03.16,0,-6.2,-1.8,-12.1,985,68.26,0.25,2.49,291.8,176.03,-540.07,0.2,0,2016,,,,
01.03.16,24,-5.8,-4.2,-8.3,977,91.39,0.35,4.93,42.9,23.53,NaN,0.2,-0.1,2016,,,,
29.02.16,0,1.3,7.2,-4.8,977,71.52,0.48,5.5,285.6,103.57,NaN,1.9,1,2016,,,,
28.02.16,3,8.5,14.1,0.3,969,69.57,0.78,6.15,213.1,142.33,NaN,0.2,0.5,2016,,,,
27.02.16,0,1.3,7.8,-4,980,69.5,0.45,4.98,213.6,167.64,-985.95,0.3,-0.5,2016,,,,
26.02.16,0,-2.4,4,-5.7,987,67.5,0.33,2.37,269.5,100.51,NaN,0.3,-0.5,2016,,,,
25.02.16,7,-1.5,0.7,-4,974,85.72,0.45,5.73,317.4,125.89,NaN,0.2,-0.5,2016,,,,
24.02.16,9,-0.5,0.5,-1.9,969,85.12,0.49,6.28,26.7,28.18,NaN,0.2,-0.5,2016,,,,
23.02.16,0,1.2,7.3,-4.1,986,63.02,0.4,2.9,81.5,150.23,-789.33,1.8,0.1,2016,,,,
22.02.16,0,1,4.6,-2.1,987,75.27,0.48,2.29,85,92.55,NaN,2.5,0.1,2016,,,,
21.02.16,0,2.8,6.2,-0.8,984,78.71,0.57,2.11,352.6,94.46,NaN,2.6,-0.2,2016,,,,
20.02.16,0,8,12.4,2.9,976,56.43,0.59,4.65,255,164.28,-638.35,4.5,-0.1,2016,,,,
19.02.16,0,7.8,15.8,1.8,974,61.87,0.66,8.79,193.9,109,-145.19,0.9,-1.1,2016,,,,
18.02.16,0,-5.8,2.2,-16.2,994,75.96,0.31,3.7,143.7,118.66,195.25,0,-1,2016,,,,
17.02.16,0,-2.7,-0.2,-11.8,987,77.11,0.38,2.28,299.7,119.91,532.36,0.1,-1.1,2016,,,,
16.02.16,1,-2.4,-0.7,-3.8,976,89.08,0.44,1.22,285.5,41.36,256.33,0.1,-1.2,2016,,,,
15.02.16,1,-6.6,-3.7,-9.5,980,90.88,0.34,2.7,154.9,39.45,94.95,0.1,-1.2,2016,,,,
14.02.16,0,-12.9,-8.1,-21.9,993,71.43,0.16,3.01,87.8,109.81,138.6,0,-1,2016,,,,
13.02.16,0,-13.3,-9.3,-19.6,996,73.54,0.16,3.05,296,122.33,148.44,0,-0.9,2016,,,,
12.02.16,2,-9.6,-6.3,-14.2,986,79.88,0.23,4.41,262.1,69.6,93.13,0,-0.9,2016,,,,
11.02.16,0,-9.6,-4.8,-13.5,988,75.25,0.21,2.38,265.4,109.33,153.68,0.1,-0.9,2016,,,,
10.02.16,0,-8.1,-5.4,-12.5,978,69.8,0.23,4.64,308.4,98.95,154.63,0.3,-0.8,2016,,,,
09.02.16,1,-3.3,-0.8,-6.2,971,85.64,0.41,3.86,293.5,45.88,130.48,0.6,-0.6,2016,,,,
08.02.16,2,0.2,3.2,-3.2,970,87,0.53,2.11,237,73.7,167.93,1.1,-0.6,2016,,,,
07.02.16,0,3.2,7.2,-1.1,978,72.3,0.54,4.31,204.4,81.67,143.01,1.2,-0.7,2016,,,,
06.02.16,0,-2,2.4,-7.4,990,77.93,0.4,2.82,225.8,113.85,227.14,0,-1,2016,,,,
05.02.16,0,-3.8,2.6,-8.4,992,83.48,0.38,2.16,236.3,77.48,188.85,0.1,-0.9,2016,,,,
04.02.16,2,-2.8,-0.4,-9,987,84.31,0.42,3.19,260.6,39.19,302.27,0.2,-0.5,2016,,,,
03.02.16,3,2.4,4.2,-0.5,970,90.81,0.65,4.26,228.3,28.1,443.21,1.1,-0.1,2016,,,,
02.02.16,11,0.3,3.4,-3.6,981,89.1,0.55,3.89,61.6,24.95,262.54,0.1,-0.7,2016,,,,
01.02.16,0,2.1,6.6,-3.5,981,87.98,0.61,2.34,270,88.44,333.06,0.3,-0.1,2016,,,,
31.01.16,2,5.6,9,2.2,969,92.08,0.84,3.06,199.3,20.05,385.19,0.2,-0.6,2016,,,,
30.01.16,0,2.8,8.4,-0.9,972,72.09,0.53,3.91,204.3,95.08,99.3,0.2,-0.8,2016,,,,
29.01.16,0,-3.3,0.2,-6,978,67.52,0.31,3.57,291.4,123.63,89.21,0.2,-0.8,2016,,,,
28.01.16,2,-0.6,0.9,-2.9,971,83.6,0.48,4.98,241.2,16.33,-23.46,0.2,-0.8,2016,,,,
27.01.16,0,-2.8,-2,-4.8,986,77.21,0.38,4.8,226.9,29.35,28.64,0.2,-0.8,2016,,,,
26.01.16,2,0.8,5.5,-2.9,977,87.82,0.57,5.99,243.4,9.77,127.86,0.1,-0.7,2016,,,,
25.01.16,1,-0.1,4.4,-4.7,978,80.03,0.48,3.27,163,87.81,-102.79,0.1,-0.8,2016,,,,
24.01.16,0,-4.4,-0.7,-10.1,982,79.51,0.34,2.65,213.3,71.34,-594,0.1,-0.7,2016,,,,
23.01.16,0,-5.4,6,-9.3,987,78.88,0.31,2.38,356.4,103.9,-220.45,0.1,-0.7,2016,,,,
22.01.16,0,-4.5,-1.4,-8,990,77.25,0.33,2.49,31.1,70.92,-452.86,0.1,-0.7,2016,,,,
21.01.16,0,-5.3,-3.3,-7.3,992,78.58,0.31,2.13,216.2,49.45,-473.83,0.1,-0.8,2016,,,,
20.01.16,1,-9.3,-2.1,-13.3,991,82.43,0.24,0.91,212.9,73.28,-672.9,0.1,-0.9,2016,,,,
19.01.16,0,-10.9,-4.9,-15.5,994,80.78,0.2,2.39,231.4,99.99,-567.7,0,-0.7,2016,,,,
18.01.16,1,-12.1,-10,-13.4,986,84.01,0.2,4.14,260.1,61.3,-651.3,0,-0.7,2016,,,,
17.01.16,0,-10.8,-4,-14.1,979,78.08,0.21,4.99,269.3,68.55,-439.84,0.1,-0.7,2016,,,,
16.01.16,0,-2.1,-0.2,-4,973,77.81,0.4,4.89,281.5,33.66,-198.32,0.1,-0.5,2016,,,,
15.01.16,2,3.6,5.5,-0.3,965,87.34,0.68,4.03,207.3,26.44,NaN,0.1,-0.6,2016,,,,
14.01.16,0,-1.6,4.2,-7.6,973,82.49,0.44,3.08,192.9,84.23,-1130.33,0.1,-0.7,2016,,,,
13.01.16,1,-10.9,-7.5,-12.4,982,82.23,0.21,4.51,221.1,49.53,-2057.2,0.1,-0.8,2016,,,,
12.01.16,2,-8.4,-4.8,-10.3,975,88.37,0.28,5.3,265.9,74.14,-1738.13,0.1,-0.8,2016,,,,
11.01.16,2,-11.4,-8.1,-14,981,81.02,0.2,4.51,207.1,79.87,-1573.32,0.1,-0.9,2016,,,,
10.01.16,5,-4,2,-10.1,973,88.04,0.4,5.96,310.4,37.92,-415.88,0.1,-0.8,2016,,,,
09.01.16,13,4.5,5.8,1.9,975,97.93,0.8,2.71,215,12.08,1219.93,0.1,-0.8,2016,,,,
08.01.16,4,2.2,5.3,0.4,978,80.45,0.58,1.95,123.4,20.23,484.14,0,-0.8,2016,,,,
07.01.16,0,1.7,5.5,-2.5,987,56.92,0.38,1.94,152.7,61.3,-936.99,-0.5,-0.9,2016,,,,
06.01.16,0,-2.8,1.9,-6.8,993,65.82,0.32,3.4,194.9,87.6,-574.02,-1.4,-0.9,2016,,,,
05.01.16,0,-7.2,-1.5,-11.7,999,75.97,0.26,2.75,170.3,100.44,-62.48,-1.2,-0.7,2016,,,,
04.01.16,0,-5.8,-3.4,-11.2,994,76.51,0.3,2.27,4.5,72.52,-484.04,0,-0.3,2016,,,,
03.01.16,0,-0.8,0.7,-3.6,982,70.01,0.4,4.2,312.7,31.07,NaN,0.3,0.1,2016,,,,
02.01.16,0,-1.2,1,-2.8,982,76.81,0.42,5.01,238.1,70.22,-754.59,0.3,0.1,2016,,,,
01.01.16,0,-3.6,-2.4,-4.9,986,81.12,0.37,5.63,238.8,10.53,-859.21,0.3,0.3,2016,,,,